"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"IDA total","IDA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","57526250342.7725","56146266294.0883","61842372951.9358","65923152995.049","66448802346.2298","68572960324.7522","77594984323.4369","84090667456.8006","84099971133.1744","84341779916.9978","86823308386.0333","89719160726.4952","99202847740.7728","98625400165.5989","102167848977.259","100848625776.203","118461153069.038","117008273286.592","118119483788.433","137791837182.809","160939193697.01","184538482689.1","220661600201.102","263396691666.898","311417256745.132","313324378801.921","348138861779.924","387568488459.061","396704404755.685","449390564334.657","494129216047.397","508237540230.795","550109814281.701","593488687357.17","647208144926.995","672324764595.466","646071525703.776","718367775394.11","782219735846.999","780983252527.719",
"IDA blend","IDB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","453928609.38409","623034050.815656","972392638.03681","1246575342.46575","1474251387.40972","2065060240.96386","2910843373.49398","4330120481.92771","6196867469.87952","7722650602.40964","9220240963.85542","10565999608.171","10760279943.3771","15128152205.4284","18287640586.8108","20360890729.2418","20867298452.9475","19340800769.1554","19846116443.6601","20429062807.7324","19112267213.3677","22753930779.4641","26951458374.2155","32427650211.7791","34603400190.9123","35850870970.2845","41525224401.0721","48770380654.8652","57465753915.0692","67306792468.9408","61073529792.3795","24271331959.3885","28194535154.5742","32758080914.8627","31564179636.7428","38015221124.1195","45794855828.745","57656326380.0747","67580804570.0141","87974480239.684","107824865988.404","141326143904.567","167889084029.62","234074724930.691","279565891961.389","300323621773.787","291695454045.237","289663930763.429","282462858820.754","303584505532.675","326629476549.675","336533813583.098","361993943417.117","335823711314.844","365376108656.609","383658936968.492","402162527957.757",
"IDA only","IDX","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36729444132.9677","39840096055.1147","39246954750.7427","42788289168.2409","45500441976.9243","44025688059.6268","50840253739.4965","50555265221.4403","54720269479.5201","56005378675.8409","62988409510.9454","62099206457.0165","65651568304.865","76838839205.7869","89733821326.1445","103172446912.891","120527611618.202","142537749774.932","170605460388.461","171588828618.995","196570198599.073","221877457362.844","217893229932.541","252331437277.936","275980682356.621","280057399821.416","311456098344.671","344825811416.563","374226761253.295","397292770396.069","386113346169.683","428097978966.376","466944292688.09","470663622835.203",
"Isle of Man","IMN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","5353005446.77545","6181445807.13581","6731666153.21615","7914280226.80023","9198542725.80273","10196075252.5253","7626721604.28187","8056085294","8604402264.66667","9423982103.86667","9698056143.06667","11170702177.2603","12186470318.9483","13603540117.8133","16525822284.599","17444354594.0634","18991191222.2844","22827573949.7168","26626402123.8401","31141172805.2797","36662458764.4246","38441421386.7391","42179411327.1772","44894488783.1836","44235778043.319","50695186646.5775","57020070823.4466","68205918069.8616","69912054601.5875","72757703423.4589","83718295868.5684","66403598831.0915","72309963480.4499","66103013543.2141","76447764811.0753","90563784414.7983","96357120054.4483","105422644244.087","107270853380.621","126336800901.091","121884874869.223","145303445579.778","145895259683.575","172190930544.337","217767622880.795","268719466729.103","315785264190.765","435748337900.115","416231927051.965","455592813348.046","556807282880.028","625551370081.665","611105980816.668","581075865322.952","613374078859.467","604427075366.936","646867394694.409","747127475823.859","796366002399.328","806858839433.266","730885041606.85","936816398158.319","1031187552661.07","1100018143904.5",
"Not classified","INX","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","987936117.936118","1191234189.34458","1477928796.22345","1867065406.13544","1921802614.61978","2129724738.67596","2336727993.20691","2752226954.25196","4003370582.90547","5519432624.11348","6145984787.18239","6056084421.34618","5624840152.02325","4746840559.85123","4258159467.30408","4000787873.74032","5101393598.98262","5696040496.25468","6455994001.19976","6995537448.37593","9472713299.46594","8757169476.48625","9675926571.08401","8338573089.89417","9696065959.95288","12494635101.0101","15021139112.9032","17438346466.0936","20318025120.5562","23892657407.5043","23791339344.6463","26173646240.9677","30339774059.0248","41021254487.2725","52383774112.7994","63200631817.9611","71945091874.5105","77531881432.3163","68426987899.6773","50038751099.4234","39005876087.8167","39917824604.6693","44256957351.0715","44395782630.2699","53808985985.9829","73355005396.5672","104185451244.035","113129924141.327","110418343236.467","216680094728.408","180452180068.044","117099478808.839","116157619934.524","127839605169.469",
"Iran, Islamic Rep.","IRN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","1264652299.20792","1213638197.53135","1128106845.72937","1180374164.51485","1462215024.13201","1938737529.58416","1988701161.58416","2601701538.033","2949242908.05281","3535763429.78218","4041435838.66667","4772769647.02822","6331885766.90429","9264972655.86075","12922451137.4787","21852222152.8181","33562286094.9741","39601681124.6121","36858479959.0777","28115475696.0199","34840744931.9036","33772260005.1358","38979307273.2203","61271543946.7488","63994354630.2366","59241722377.6914","62665195095.9112","35191342254.0128","30270633961.3924","29715907930.9115","33678591673.2973","45645190387.8489","39543904716.6667","17738550225.2252","18653173831.3625","23804840702.98","37884517917.6313","37194872656.9527","35992568636.9308","36254211814.4775","34308181591.3453","45421828212.7513","42763026208.8464","49611292551.3161","58651102449.8222","64245168625.7342","72368883368.1349","99122778538.503","129628782786.714","127757504737.903","133227327758.971","182771852582.421","193553342282.708","137337770314.916","132078525647.52","103791528176.082","101543494255.94","107645496294.336","90263288325.995","77425561718.184","74654629405.5885","102925441112.577","97495313402.01","108521892317.164",
"Iraq","IRQ","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","518279792.688083","550777934.936351","652147792.129769","952789699.570815","2128682695.56383","3597697257.02675","4525905858.44903","5000677277.34507","6749068743.65053","9191669488.6556","12690666666.6667","19027000000","21788333333.3333","17784516129.0323","14301290322.5806","13874516129.0323","12449032258.0645","11799354838.7097","14182580645.1613","20340322580.6452","20064516129.0323","20040345.8213256","27558922.5589226","76981295.5179826","112364012.708193","223135748.261983","76631839.1192001","347864925.845417","496075483.055439","807418909.518968","1411285155.64802","2216615062.65159","1765164148.91397","2334856329.92991","1966586851.86563","6932627248.14629","11525634956.2006","6002189988.25188","19479507872.1437","11513544550.6259","22438270769.2308","31842110598.2906","32705557158.5868","47201266037.7358","47887995626.072","43389982336.7761","24304156816.2574","27305976097.973","32219138955.8233","46175981387.4789","14054164290.7719","21224031724.1379","27837896137.931","",
"Iceland","ISL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","151113636.363636","231819318.181818","281399274.869703","422402085.875957","586727363.681841","530397527.651269","549212823.187133","703431890.179514","713863376.489248","783666761.202496","1004390737.03518","1007157055.45251","921971663.360725","699326323.924839","714337896.80599","720078901.023184","880451705.665115","1290738781.50435","1374496605.75627","1204808158.22783","1408226968.72887","1524602576.77176","1431665522.65235","1137696617.91158","1139801785.41813","1248718753.71957","1541163759.3985","1646817372.14809","2186591660.17224","2115420534.64906","2216272921.54269","1908084990.85447","1845801561.61188","2449582656.53313","3440285204.66095","4989851877.60889","6184369749.2163","6371050113.18398","4585023121.64361","2016845357.10588","1936513731.80896","2339187479.41911","2357721490.2282","2515830550.0805","3065780651.13576","3386606655.81192","4353187004.24236","5383966138.73205","5734658438.98171","5146199157.38641","4589506383.59797","5889833720.80979","6943183304.42329","7574721126.33286",
"Israel","ISR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","740000000","965000000","850000000","930000000","1130000000","1190000000","1006666666.66667","803333333.333333","1146666666.66667","1543333333.33333","1956666666.66667","2012500000","2645000000","3602500000","5017500000","4445000000","3741250000","3624000000","3793529411.76471","5192000000","5654117647.05882","6088245614.03509","6490946502.05761","7550640569.39502","6325989085.94816","5335463567.73263","6454108079.04288","8176121284.33463","9269814247.29502","8899718221.66562","12087626723.5393","17283976569.6986","18931067870.3591","18168803929.1898","20543182225.7647","29560117557.2012","33026154713.7889","32747067316.055","30890129207.1261","30787994057.5404","32964816422.6326","31952870390.1847","29345340242.3066","29291734041.8524","30323302989.7367","32658646745.5489","35774663135.6883","42999326452.618","50451454849.4983","45702853800.5747","51524312679.2771","61123463486.8578","61987474026.5","67565157642.3236","69366318746.2007","64495623172.2482","72536965812.3367","79637991181.7322","88158163108.0138","92608242804.9979","93544684399.7318","116898459567.798","131425151884.127","125141476815.802",
"Italy","ITA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","29511040892.1933","31848451935.0811","36282201195.2191","46585649285.9515","55685954153.0217","60959475088.968","57513298441.498","65625841562.4314","78211072324.8916","98012167326.9634","125927418042.053","114163130642.139","106707520400.859","104492449005.609","102538637866.432","103944780448.23","142078240031.173","178778132656.11","201457511157.394","210272695455.828","270705677117.001","280441239269.549","289489393558.523","209143572043.805","212557046109.51","233944609532.866","258590789308.571","244552751250.568","254086985613.918","255663570043.553","244024346571.295","248377771841.733","279575608596.118","336914539179.372","387212361891.43","404205800357.354","429400232700.705","488832522660.551","521264270781.094","448877945093.554","434106452786.667","459291921576.849","387747550946.602","372764218184.707","365970347759.763","315216051716.523","326346916475.02","346442150591.177","377314729691.451","366138131862.745","347196206727.627","452632824282.163","459494087578.796","517885070565.107",
